group,names,scores,logfoldchanges,pvals,pvals_adj
15,sparc.L,30.618534,4.2004642,6.93604582082017e-206,1.008269860819892e-202
15,col1a2.S,30.404297,5.3220634,4.819446140013906e-203,6.637138299979151e-200
15,loc100497018.L,30.189386,4.1977196,3.264621798486548e-200,4.271104698959951e-197
15,mdk.L,30.14371,4.343359,1.2969059387287332e-199,1.6159447996560015e-196
15,col4a5.L,30.115484,4.694919,3.0382823858731557e-199,3.613622586761682e-196
15,dcn.L,29.988028,5.0876184,1.4058695758227056e-197,1.5993905791729094e-194
15,Xelaev18045537m.g,29.920357,4.544011,1.0696830414227923e-196,1.1662219359111992e-193
15,col14a1.L,29.5697,4.5180826,3.665838883444621e-192,3.836813608968477e-189
15,epcam.L,29.486755,4.200327,4.256782422576004e-191,4.283960341120143e-188
15,krt12.L,28.997458,5.023438,7.083725804722526e-185,6.864917385421096e-182
15,Xelaev18038148m.g,28.622099,4.555665,3.5674092528373877e-180,3.333743946776539e-177
15,ptma.S,28.509695,2.347104,8.882999671468834e-179,8.01491618633288e-176
15,pfn1.S,28.474108,2.4180856,2.451620619016941e-178,2.1383035039065758e-175
15,sparc.S,28.338013,4.0733395,1.1761605827110937e-176,9.9275541313608e-174
15,dcn.S,28.217428,4.385638,3.574281377272035e-175,2.922645203678127e-172
15,hpgds.S,28.13738,3.15998,3.4196668227491715e-174,2.711484911638025e-171
15,cldn1.L,28.070353,4.254327,2.2548429939650655e-173,1.7353006405908794e-170
15,loc100490088.S,28.048334,4.3395777,4.1859229088501675e-173,3.1293959666563854e-170
15,col5a3.like.L,28.02165,4.3054895,8.852678582292467e-173,6.434421882896241e-170
15,nccrp1.L,27.991459,3.887492,2.064295719434876e-172,1.459847616073864e-169
15,itgb4.L,27.523237,4.0356216,9.255850543255105e-167,6.373383824074029e-164
15,vit.L,27.39771,4.507712,2.9202560216692863e-165,1.9592671554615012e-162
15,loc101734526.L,27.257376,5.0619736,1.3588907955113434e-163,8.889184138837452e-161
15,anxa1.S,27.235252,3.3128564,2.4848606167104146e-163,1.5858259243132857e-160
15,loc100491788.S,27.165709,4.0455685,1.6517071000462175e-162,1.0290135233287935e-159
15,col5a3.like.S,27.115574,3.8517501,6.451826177745976e-162,3.9260112503930513e-159
15,capzb.S,26.943777,2.2369192,6.74716528663259e-160,4.012416520227917e-157
15,ly6g6c.L,26.88303,4.69529,3.46845138071762e-159,2.0167888628412724e-156
15,col2a1.L,26.768816,3.903924,7.457898350637443e-158,4.242247135712594e-155
15,postn.L,26.405388,5.045602,1.1882177493981755e-153,6.61508630441546e-151
15,sri.S,26.34084,2.2454283,6.535719106005331e-153,3.5627838776611564e-150
15,capns1.like.L,26.191828,2.9806128,3.292876529989346e-151,1.758396067014311e-148
15,col4a6.like.L,26.148558,4.021522,1.0234560507271509e-150,5.355950204665326e-148
