group,names,scores,logfoldchanges,pvals,pvals_adj
17,muc4.S,21.272537,4.211952,2.0394554569394482e-100,6.278163704267953e-98
17,hes4.L,21.238508,2.8849096,4.2104358072399104e-100,1.2810495736306916e-97
17,upk3b.L,21.219921,4.362036,6.252759730289841e-100,1.880571391985793e-97
17,mgst2.L,21.134438,3.6859372,3.837404342097545e-99,1.141017295628686e-96
17,gjb2.L,21.116243,4.4077964,5.640664019924255e-99,1.6583552218577309e-96
17,upk2.S,21.095583,4.5926294,8.73227009521918e-99,2.5387619923500563e-96
17,epcam.L,20.863317,3.288538,1.153817186388451e-96,3.281606575982631e-94
17,b3gnt7.L,20.851637,4.007703,1.4729577552756477e-96,4.144237916617483e-94
17,fbp1.S,20.800573,3.1477342,4.276673209012616e-96,1.1904620339045117e-93
17,nqo1.L,20.779684,3.4613638,6.609159510208057e-96,1.8203712394116215e-93
17,sds.L,20.772585,3.4463866,7.66206431382863e-96,2.088391404537916e-93
17,loc100127564.L,20.765308,3.460313,8.915362143626035e-96,2.4049419159806067e-93
17,azin2.S,20.70769,3.15529,2.952878155619816e-95,7.88418467550491e-93
17,ndrg1.L,20.589533,4.0804763,3.406332941136198e-94,9.003041185633309e-92
17,loc100494099.L,20.50464,4.1734447,1.957068468576087e-93,5.12086535487619e-91
17,loc100497556.S,20.49188,3.254514,2.543745672883995e-93,6.590064284820061e-91
18,rps17.L,19.896423,0.9063793,4.370172008883082e-88,1.1434992078443472e-83
18,rps15.S,19.706657,0.9577673,1.890471827517441e-86,2.4733042919410682e-82
18,ppia.L,19.56962,0.97563314,2.80761634556445e-85,1.8510669941063623e-81
18,zc3h10.S,19.569221,1.0749981,2.8297286464975345e-85,1.8510669941063623e-81
18,Xelaev18012629m.g,19.176636,0.94776654,5.801448253537384e-82,3.036013900041184e-78
18,rps25.L,19.11641,1.0322584,1.84369049343484e-81,7.612434433231397e-78
18,Xelaev18024282m.g,19.111221,1.1087223,2.0364993133310316e-81,7.612434433231397e-78
18,rps13.S,19.072062,1.0921763,4.309790205817635e-81,1.4096246315678032e-77
18,Xelaev18016915m.g,18.980473,0.86929446,2.473609663930496e-80,7.191607829600594e-77
18,rpl23.S,18.832214,0.9184071,4.1119606068574815e-79,1.0759356123903285e-75
18,Xelaev18003966m.g,18.80626,0.80214715,6.711010706459599e-79,1.596366419502017e-75
18,rps23.L,18.77806,0.9046438,1.1417255697510586e-78,2.489532604842183e-75
18,rbm6.S,18.662867,0.90804225,9.926193807668946e-78,1.9979137474728126e-74
18,rpl37a.L,18.656343,1.0355296,1.1214752017717385e-77,2.0960371521113797e-74
18,rpl36a.L,18.652637,0.9689538,1.2020062552619658e-77,2.096779711678973e-74
18,rps23.S,18.587229,1.0147173,4.077008213345984e-77,6.667437306900689e-74
18,rps20.L,18.500914,0.8832911,2.0300259275461117e-76,3.124568142363033e-73
